Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Predicted LTV
MD15300,California,10110.76997,No,Extended,College,2/5/11,Employed,M,76276,Rural,Single,86,24,19,0,2,Corporate Auto,Corporate L3,Offer4,Web,93.309811,Two-Door Car,Large,11562.654906510015
OW33876,Washington,2476.480866,No,Basic,College,2/14/11,Employed,F,47918,Urban,Married,62,2,51,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,246.256648,Two-Door Car,Medsize,2470.3567774399985
SK12752,California,4462.997006,Yes,Basic,Bachelor,1/30/11,Unemployed,F,0,Suburban,Single,73,35,52,3,5,Corporate Auto,Corporate L3,Offer1,Web,350.4,Two-Door Car,Medsize,4480.166448610006
BW65176,Arizona,3141.252909,No,Extended,College,2/22/11,Employed,M,43499,Suburban,Married,80,8,44,0,1,Personal Auto,Personal L2,Offer4,Call Center,529.490007,Four-Door Car,Medsize,3159.2228807299994
XV31269,Oregon,2496.140812,No,Basic,High School or Below,2/13/11,Unemployed,M,0,Suburban,Single,72,14,58,0,1,Corporate Auto,Corporate L2,Offer4,Web,518.4,Two-Door Car,Medsize,2496.880006209999
NV94455,Arizona,6861.278936,No,Basic,College,1/10/11,Unemployed,F,0,Suburban,Single,71,11,21,3,2,Personal Auto,Personal L3,Offer4,Call Center,476.197355,Two-Door Car,Medsize,9718.753425159994
QA32784,Oregon,4983.178714,No,Extended,Bachelor,2/26/11,Disabled,M,21497,Suburban,Married,128,31,58,0,1,Personal Auto,Personal L3,Offer3,Call Center,614.4,Sports Car,Medsize,4936.033545009994
UH41125,Arizona,2227.072755,Yes,Basic,High School or Below,1/5/11,Retired,M,27972,Suburban,Married,61,7,38,0,1,Personal Auto,Personal L3,Offer3,Web,292.8,Four-Door Car,Medsize,2220.618825300001
VS28690,Nevada,9670.181104,No,Extended,Master,1/6/11,Disabled,F,20942,Suburban,Divorced,84,12,59,0,2,Personal Auto,Personal L2,Offer1,Agent,403.2,Four-Door Car,Medsize,14218.828355490006
SD63822,Oregon,5088.687654,No,Basic,Bachelor,1/5/11,Unemployed,F,0,Suburban,Single,71,31,52,0,4,Corporate Auto,Corporate L2,Offer1,Branch,511.2,Four-Door Car,Small,5001.848863390003
QE50648,Washington,7095.134789,No,Premium,High School or Below,1/25/11,Employed,F,74298,Rural,Married,177,9,81,0,1,Corporate Auto,Corporate L1,Offer2,Call Center,161.537767,Sports Car,Medsize,7163.022111029999
EL77795,California,5437.908293,No,Extended,College,1/9/11,Employed,F,23339,Suburban,Married,138,8,31,0,1,Corporate Auto,Corporate L3,Offer2,Branch,666.307195,SUV,Medsize,5441.156377140007
VK98184,Arizona,5033.693296,No,Extended,College,2/19/11,Employed,F,77031,Suburban,Married,125,17,17,0,1,Personal Auto,Personal L3,Offer2,Call Center,600.0,SUV,Medsize,5030.451386490006
BR69566,Oregon,14019.83314,No,Basic,College,2/18/11,Employed,M,31739,Suburban,Divorced,71,10,29,0,2,Personal Auto,Personal L3,Offer4,Call Center,469.882367,Two-Door Car,Small,13081.456649720003
AI16519,Nevada,4877.61238,No,Basic,High School or Below,1/18/11,Unemployed,M,0,Suburban,Married,66,4,30,0,5,Personal Auto,Personal L3,Offer2,Agent,420.39344,Two-Door Car,Medsize,4883.7007540899995
SN67992,Washington,3449.494119,No,Extended,Bachelor,2/4/11,Medical Leave,F,25236,Suburban,Divorced,89,2,26,0,1,Personal Auto,Personal L3,Offer2,Call Center,427.2,Four-Door Car,Medsize,3444.7211240499996
BE31382,Oregon,3771.617797,No,Basic,College,2/18/11,Unemployed,F,0,Suburban,Married,103,25,16,1,1,Personal Auto,Personal L3,Offer1,Branch,685.227276,SUV,Medsize,3608.5812000499986
ZP49970,Oregon,5824.817366,No,Basic,Bachelor,1/26/11,Employed,M,40964,Suburban,Married,74,7,57,0,8,Special Auto,Special L2,Offer3,Agent,355.2,Two-Door Car,Large,5842.033167019997
OA23108,Oregon,4379.92784,No,Basic,Doctor,1/28/11,Employed,F,40896,Urban,Married,109,3,61,0,1,Personal Auto,Personal L3,Offer1,Branch,319.294289,Sports Car,Medsize,4353.3378902
LY90785,Oregon,5793.157728,No,Basic,Bachelor,2/6/11,Employed,M,95733,Suburban,Married,72,19,82,0,3,Corporate Auto,Corporate L3,Offer1,Agent,475.423848,Two-Door Car,Small,5805.399788770002
ZR66788,California,2725.680297,No,Basic,High School or Below,1/8/11,Employed,F,39161,Suburban,Married,71,8,84,3,1,Personal Auto,Personal L3,Offer1,Branch,340.8,Four-Door Car,Medsize,2726.630339030003
BL12371,Arizona,5790.565333,No,Basic,Master,2/3/11,Employed,M,84551,Rural,Divorced,72,10,82,0,5,Personal Auto,Personal L3,Offer2,Agent,28.92584,Four-Door Car,Large,5778.5301598999995
GB68813,Nevada,8502.237137,No,Premium,Bachelor,2/8/11,Medical Leave,F,12843,Suburban,Single,111,6,47,0,3,Corporate Auto,Corporate L2,Offer2,Branch,1143.494486,Four-Door Car,Small,8087.507128839998
IG90926,Arizona,2476.588891,No,Basic,College,2/4/11,Employed,F,71551,Suburban,Single,62,10,19,0,1,Personal Auto,Personal L3,Offer3,Branch,297.6,Four-Door Car,Medsize,2465.333013529999
CT86614,Arizona,2426.95904,No,Basic,Bachelor,1/30/11,Unemployed,M,0,Suburban,Single,71,2,5,0,1,Corporate Auto,Corporate L2,Offer4,Branch,511.2,Four-Door Car,Small,2435.2244925799973
BL13393,Oregon,5897.986595,No,Basic,High School or Below,2/20/11,Employed,F,77835,Rural,Divorced,74,2,30,1,4,Personal Auto,Personal L3,Offer3,Web,43.618784,Four-Door Car,Medsize,5886.55150901001
TU33850,Washington,4617.391775,No,Basic,Bachelor,1/25/11,Medical Leave,F,16764,Suburban,Married,61,13,79,0,7,Personal Auto,Personal L3,Offer1,Branch,292.8,Four-Door Car,Medsize,4639.464630940007
IL25109,Nevada,12521.42105,No,Premium,High School or Below,1/29/11,Employed,M,39007,Suburban,Married,105,29,16,0,2,Personal Auto,Personal L2,Offer1,Branch,1023.844984,Two-Door Car,Large,14425.892435800002
OP67672,Washington,9079.823377,No,Basic,Master,2/14/11,Employed,F,20290,Suburban,Married,113,6,75,0,3,Personal Auto,Personal L2,Offer4,Agent,766.519022,SUV,Medsize,8952.338728260014
NW73460,Arizona,7777.201669,No,Basic,High School or Below,1/7/11,Employed,F,46182,Rural,Married,65,23,27,0,2,Corporate Auto,Corporate L1,Offer2,Branch,2.574682,Two-Door Car,Medsize,9492.788273849988
LW57693,Oregon,5601.68063,No,Basic,College,2/16/11,Disabled,F,11920,Suburban,Married,74,20,27,0,7,Personal Auto,Personal L3,Offer1,Call Center,355.2,Four-Door Car,Medsize,5560.564264910004
JD81426,Arizona,3459.037949,No,Extended,High School or Below,1/11/11,Employed,M,97162,Rural,Married,86,0,63,0,1,Personal Auto,Personal L1,Offer3,Web,32.715179,Four-Door Car,Medsize,3460.616076350002
AM99192,Arizona,9061.951591,No,Basic,College,2/5/11,Employed,M,42743,Rural,Married,117,5,86,1,6,Personal Auto,Personal L3,Offer1,Call Center,101.288057,SUV,Medsize,9158.56074021999
LQ31287,Oregon,6866.093807,No,Basic,College,2/19/11,Unemployed,F,0,Rural,Divorced,64,18,59,0,2,Personal Auto,Personal L3,Offer1,Agent,40.44586,Two-Door Car,Medsize,7755.57838292
ZU25563,California,2659.70565,Yes,Extended,College,2/19/11,Unemployed,F,0,Suburban,Divorced,87,4,4,3,1,Personal Auto,Personal L1,Offer2,Agent,420.041981,Four-Door Car,Medsize,2656.873928579996
RU75949,Oregon,12332.51669,No,Basic,College,2/28/11,Employed,M,85789,Rural,Married,105,18,54,2,2,Personal Auto,Personal L1,Offer1,Agent,122.302824,Sports Car,Medsize,15237.732733299988
DV85764,California,21172.38983,No,Extended,High School or Below,1/4/11,Unemployed,M,0,Suburban,Married,82,24,86,0,2,Personal Auto,Personal L2,Offer2,Branch,588.269018,Four-Door Car,Medsize,18237.457947809995
VU33725,Oregon,3677.907634,No,Extended,High School or Below,1/10/11,Employed,M,31349,Suburban,Married,93,10,32,0,1,Corporate Auto,Corporate L2,Offer4,Branch,446.4,Four-Door Car,Medsize,3680.0650460700003
SV43220,Oregon,9816.528302,Yes,Basic,College,1/28/11,Employed,M,37256,Rural,Married,62,15,7,0,2,Personal Auto,Personal L3,Offer1,Branch,128.969729,Four-Door Car,Medsize,10005.286478120013
WL61717,Arizona,4922.165949,No,Basic,Bachelor,2/22/11,Unemployed,F,0,Suburban,Single,69,2,76,0,3,Personal Auto,Personal L1,Offer1,Agent,331.2,Four-Door Car,Medsize,4889.652818619994
IW17510,California,7583.962264,No,Basic,High School or Below,2/3/11,Unemployed,F,0,Suburban,Single,102,27,29,0,5,Personal Auto,Personal L3,Offer2,Call Center,848.161322,Sports Car,Medsize,7492.986561179989
ZS35830,Oregon,2685.901421,No,Basic,College,1/1/11,Employed,F,58166,Rural,Married,67,3,19,0,1,Personal Auto,Personal L2,Offer2,Call Center,91.914969,Four-Door Car,Medsize,2660.0408638
TY95197,Washington,4132.58858,No,Basic,College,1/31/11,Unemployed,F,0,Suburban,Single,63,4,55,1,3,Personal Auto,Personal L3,Offer1,Agent,453.6,Four-Door Car,Medsize,4222.030000419997
PU73501,Arizona,8622.835375,Yes,Basic,Bachelor,2/18/11,Employed,M,97361,Suburban,Single,73,6,85,0,2,Personal Auto,Personal L1,Offer1,Agent,350.4,Four-Door Car,Medsize,8735.300457750014
FP65563,Washington,15253.26436,No,Basic,High School or Below,1/24/11,Employed,M,51937,Urban,Married,193,5,40,0,9,Personal Auto,Personal L3,Offer4,Web,850.389259,Luxury Car,Small,15253.94076389998
IC44995,Oregon,4277.560211,No,Basic,College,1/15/11,Employed,F,75921,Suburban,Married,106,32,4,0,1,Personal Auto,Personal L3,Offer3,Agent,609.680428,SUV,Medsize,4239.728860949999
AY55759,California,20096.89337,Yes,Basic,High School or Below,1/1/11,Employed,F,92766,Suburban,Married,71,17,15,0,2,Personal Auto,Personal L2,Offer2,Agent,379.029102,Two-Door Car,Large,19354.152076449966
GO94903,Oregon,4770.550911,Yes,Basic,College,2/1/11,Medical Leave,F,12964,Suburban,Single,65,2,37,0,4,Personal Auto,Personal L3,Offer1,Web,362.774545,Two-Door Car,Medsize,4770.550910999999
TF35512,Oregon,7025.65076,No,Extended,College,1/23/11,Employed,F,48117,Suburban,Married,88,4,51,0,3,Corporate Auto,Corporate L3,Offer3,Agent,422.4,Four-Door Car,Medsize,6951.224146980002
HY43263,California,8265.379176,No,Extended,Bachelor,2/7/11,Unemployed,F,0,Suburban,Single,77,17,41,0,2,Corporate Auto,Corporate L3,Offer2,Agent,554.4,Two-Door Car,Small,9071.807640910005
WP34496,Washington,24552.8746,No,Basic,High School or Below,1/20/11,Unemployed,M,0,Suburban,Married,118,18,66,1,2,Personal Auto,Personal L3,Offer1,Branch,966.541071,SUV,Large,23665.576617500014
QE73187,Oregon,4407.97312,No,Basic,High School or Below,2/1/11,Employed,M,66152,Suburban,Married,111,14,18,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,532.8,SUV,Medsize,4422.201134839996
WL13766,Arizona,2482.195895,No,Basic,High School or Below,1/31/11,Employed,M,31093,Urban,Single,64,1,22,0,1,Personal Auto,Personal L3,Offer3,Branch,274.956819,Four-Door Car,Medsize,2493.2608128700026
VT44999,Arizona,3858.867206,No,Basic,High School or Below,1/8/11,Unemployed,F,0,Suburban,Married,107,15,58,1,1,Personal Auto,Personal L3,Offer3,Agent,513.6,SUV,Medsize,3918.2260218599968
RZ14993,California,11572.10339,No,Premium,High School or Below,1/29/11,Unemployed,F,0,Suburban,Single,166,4,49,0,4,Special Auto,Special L3,Offer1,Agent,1195.2,Sports Car,Medsize,11828.415096299988
XI14610,California,3645.464325,No,Extended,College,1/4/11,Medical Leave,F,19121,Suburban,Married,95,1,18,0,1,Personal Auto,Personal L2,Offer2,Agent,915.188647,Four-Door Car,Small,3633.763171880001
VE31268,Oregon,4362.772279,No,Basic,Bachelor,1/11/11,Unemployed,M,0,Suburban,Single,65,11,46,0,3,Personal Auto,Personal L3,Offer3,Web,468.0,Four-Door Car,Medsize,4667.788109319998
ZD13262,Oregon,10425.98532,No,Extended,High School or Below,1/30/11,Employed,F,68563,Urban,Married,131,6,44,1,3,Personal Auto,Personal L2,Offer4,Call Center,350.097052,SUV,Small,10429.58353168999
OJ58066,Nevada,7025.04419,No,Extended,High School or Below,2/14/11,Employed,M,24726,Rural,Divorced,92,18,75,1,5,Personal Auto,Personal L3,Offer1,Call Center,150.693773,Four-Door Car,Medsize,7261.955130819999
RK81706,Arizona,7388.733207,No,Extended,College,2/24/11,Unemployed,F,0,Suburban,Married,97,31,24,0,3,Personal Auto,Personal L3,Offer4,Call Center,638.371157,Four-Door Car,Medsize,7296.4421728299985
NI18835,California,2927.734329,No,Basic,Bachelor,2/15/11,Employed,M,51991,Rural,Married,73,4,95,0,1,Personal Auto,Personal L3,Offer2,Web,124.376921,Four-Door Car,Medsize,2898.0902138800016
RA87395,California,8356.181097,No,Basic,Bachelor,1/13/11,Unemployed,M,0,Rural,Married,118,25,29,0,7,Personal Auto,Personal L3,Offer1,Agent,153.176419,SUV,Medsize,8467.637565490011
QN13323,Oregon,8718.056722,No,Basic,High School or Below,1/17/11,Employed,M,89096,Rural,Single,111,1,50,0,3,Personal Auto,Personal L1,Offer2,Branch,64.98293,SUV,Large,8720.326204130004
BC53363,Oregon,35227.29912,No,Premium,High School or Below,2/8/11,Employed,F,23031,Suburban,Married,148,26,76,0,2,Special Auto,Special L3,Offer4,Web,710.4,SUV,Medsize,31779.009565000044
VB26229,Arizona,8697.882675,No,Basic,Bachelor,1/31/11,Employed,M,29540,Suburban,Divorced,73,3,23,0,2,Personal Auto,Personal L3,Offer2,Branch,350.4,Four-Door Car,Medsize,9773.402993820004
AD28535,California,3554.845264,Yes,Extended,Master,1/10/11,Employed,F,58557,Rural,Married,88,4,83,0,1,Personal Auto,Personal L1,Offer1,Branch,55.510526,Four-Door Car,Large,3552.8714452700033
SE50560,Oregon,2818.31302,No,Basic,College,1/17/11,Employed,M,88816,Rural,Married,70,33,9,0,1,Personal Auto,Personal L2,Offer3,Branch,164.282841,Two-Door Car,Medsize,2815.3400736800018
YL65673,California,19045.50012,No,Basic,Bachelor,1/24/11,Unemployed,F,0,Suburban,Single,61,2,61,0,2,Personal Auto,Personal L2,Offer1,Agent,439.2,Four-Door Car,Small,15676.726695889996
WK65741,California,2893.806196,No,Basic,High School or Below,2/18/11,Employed,F,61809,Urban,Married,72,9,21,0,1,Personal Auto,Personal L2,Offer3,Agent,328.004855,Two-Door Car,Medsize,2895.7617945099983
GZ77449,California,14439.80313,No,Basic,College,1/23/11,Employed,M,58452,Suburban,Single,186,7,13,0,5,Corporate Auto,Corporate L3,Offer4,Branch,892.8,Luxury Car,Medsize,14473.789142199994
OF49789,Oregon,5121.838914,No,Extended,College,2/15/11,Employed,F,57161,Suburban,Married,127,20,92,0,1,Personal Auto,Personal L1,Offer1,Agent,609.6,Sports Car,Medsize,5109.119479130005
YX54093,Arizona,2217.664193,No,Basic,College,2/12/11,Unemployed,M,0,Rural,Divorced,65,11,69,0,1,Personal Auto,Personal L2,Offer4,Branch,111.872115,Four-Door Car,Medsize,2364.4754701900015
TD19026,California,2861.717418,No,Basic,High School or Below,2/22/11,Employed,F,90083,Urban,Married,71,23,47,0,1,Personal Auto,Personal L3,Offer4,Agent,181.689191,Two-Door Car,Medsize,2863.4903137899983
XT67997,California,5979.724161,Yes,Extended,High School or Below,2/7/11,Employed,F,57693,Suburban,Divorced,76,16,56,0,3,Personal Auto,Personal L3,Offer2,Agent,547.2,Four-Door Car,Medsize,5979.324077889995
WP65749,Nevada,7377.231238,No,Basic,College,2/24/11,Unemployed,M,0,Suburban,Married,69,16,42,0,2,Personal Auto,Personal L3,Offer4,Branch,331.2,Four-Door Car,Medsize,9409.047733829993
YT91759,California,6366.225775,Yes,Extended,High School or Below,1/7/11,Employed,M,44368,Suburban,Married,80,5,72,0,3,Personal Auto,Personal L2,Offer2,Call Center,384.0,Two-Door Car,Large,6366.03849244001
YH20696,Oregon,8657.968597,No,Basic,College,1/17/11,Employed,M,68727,Rural,Married,72,15,49,0,2,Personal Auto,Personal L1,Offer1,Branch,171.475838,Four-Door Car,Medsize,9540.46045212
NS14955,Oregon,11726.18921,No,Extended,Master,2/26/11,Employed,F,40564,Rural,Married,97,0,36,0,2,Personal Auto,Personal L2,Offer4,Call Center,85.968142,Four-Door Car,Small,16061.804553199994
UH79028,Nevada,5780.182197,Yes,Basic,High School or Below,2/26/11,Employed,M,51066,Suburban,Single,74,23,0,0,8,Personal Auto,Personal L2,Offer2,Call Center,787.993313,Four-Door Car,Medsize,5783.211013560006
JM89095,Oregon,10058.74013,No,Extended,High School or Below,2/27/11,Unemployed,M,0,Suburban,Single,92,30,81,0,2,Personal Auto,Personal L2,Offer1,Call Center,640.229108,Two-Door Car,Medsize,10520.585282260014
NK26146,Washington,7072.928971,No,Basic,College,2/11/11,Employed,F,90551,Suburban,Divorced,61,28,4,4,2,Corporate Auto,Corporate L3,Offer4,Call Center,374.527412,Four-Door Car,Small,8659.404249730009
HE99696,Washington,4787.206586,No,Basic,College,2/24/11,Unemployed,F,0,Suburban,Single,67,16,45,0,5,Personal Auto,Personal L3,Offer1,Call Center,321.6,Four-Door Car,Small,4691.351751919993
HH15953,California,3013.439451,No,Extended,Bachelor,2/20/11,Disabled,M,21353,Suburban,Divorced,80,28,21,0,1,Personal Auto,Personal L3,Offer3,Agent,576.0,Four-Door Car,Medsize,3016.274812660004
ZO30377,California,3472.369996,No,Premium,High School or Below,1/1/11,Unemployed,M,0,Suburban,Single,102,25,48,0,1,Personal Auto,Personal L3,Offer2,Agent,976.112456,Four-Door Car,Medsize,3499.7334172100027
VZ23007,Oregon,5380.898636,Yes,Basic,College,2/24/11,Employed,F,55350,Suburban,Married,67,0,13,0,9,Personal Auto,Personal L2,Offer1,Agent,321.6,Four-Door Car,Medsize,5383.118298059999
DF74270,Nevada,38230.21008,No,Basic,Bachelor,1/16/11,Employed,M,80321,Rural,Married,105,25,1,0,2,Corporate Auto,Corporate L1,Offer4,Agent,166.972451,SUV,Medsize,19178.6700308
SE47384,California,5526.438887,No,Extended,Bachelor,2/6/11,Employed,F,94230,Suburban,Married,137,21,82,0,1,Special Auto,Special L3,Offer3,Agent,657.6,SUV,Medsize,5442.7662467699965
CS84396,Arizona,4883.117399,No,Basic,Bachelor,1/25/11,Employed,M,53305,Suburban,Single,63,32,73,0,4,Corporate Auto,Corporate L2,Offer1,Call Center,302.4,Two-Door Car,Small,4903.753800409994
OQ20827,California,14203.04178,No,Basic,College,1/24/11,Employed,M,55593,Urban,Married,182,10,48,1,9,Corporate Auto,Corporate L2,Offer4,Web,677.63589,Luxury Car,Medsize,14288.710059399998
VU47281,Oregon,5745.41663,No,Premium,Bachelor,2/19/11,Unemployed,F,0,Suburban,Single,165,27,38,0,1,Personal Auto,Personal L3,Offer1,Agent,1853.202354,Sports Car,Medsize,5900.061915119998
BN62219,Arizona,9602.07966,No,Extended,College,2/15/11,Unemployed,F,0,Suburban,Single,94,12,3,0,2,Personal Auto,Personal L3,Offer3,Branch,676.8,Two-Door Car,Medsize,12339.656527830019
TP39671,Arizona,3199.75316,No,Extended,Bachelor,1/20/11,Unemployed,M,0,Rural,Married,87,3,43,0,1,Personal Auto,Personal L3,Offer1,Agent,132.492438,Four-Door Car,Medsize,3191.0501826900004
HX33134,Arizona,2758.329817,No,Basic,High School or Below,1/4/11,Disabled,M,22158,Suburban,Married,74,8,92,0,1,Personal Auto,Personal L1,Offer2,Call Center,355.2,Four-Door Car,Small,2773.5424117299976
UR49989,Oregon,2725.192659,No,Basic,Bachelor,1/27/11,Employed,F,81605,Suburban,Married,67,7,74,0,1,Personal Auto,Personal L3,Offer2,Agent,424.219182,Two-Door Car,Medsize,2712.1904308799967
VU48786,Washington,5550.149947,No,Basic,Master,1/25/11,Employed,M,62219,Urban,Married,69,7,73,0,4,Personal Auto,Personal L3,Offer2,Branch,243.238784,Two-Door Car,Small,5543.950958060006
QM46642,California,2619.172388,No,Basic,Bachelor,1/16/11,Disabled,M,15587,Rural,Married,71,11,48,0,1,Special Auto,Special L1,Offer2,Agent,136.033828,Two-Door Car,Medsize,2606.5496175300027
TG60853,Nevada,6265.343299,Yes,Extended,Doctor,1/13/11,Unemployed,F,0,Suburban,Married,84,18,25,1,4,Corporate Auto,Corporate L2,Offer1,Agent,481.025786,Four-Door Car,Medsize,6266.680413990007
CV40610,California,12313.16484,No,Premium,College,1/17/11,Unemployed,M,0,Suburban,Single,116,7,57,0,2,Personal Auto,Personal L1,Offer1,Call Center,835.2,Two-Door Car,Medsize,12825.680360499991
HI98447,Oregon,10552.42728,No,Extended,High School or Below,1/24/11,Employed,M,28505,Suburban,Married,88,0,93,0,2,Personal Auto,Personal L2,Offer4,Agent,422.4,Four-Door Car,Large,11544.432149909982
QD86271,Arizona,12022.38645,No,Basic,High School or Below,1/21/11,Medical Leave,M,25918,Suburban,Married,104,7,30,0,2,Personal Auto,Personal L3,Offer1,Agent,996.775536,SUV,Medsize,15487.21919612002
ZD75163,Nevada,9295.41115,No,Premium,High School or Below,2/14/11,Unemployed,M,0,Suburban,Single,261,33,44,0,1,Corporate Auto,Corporate L3,Offer4,Call Center,2759.794354,Luxury Car,Medsize,9488.399101719999
LB98130,Oregon,7440.92353,No,Basic,Bachelor,2/14/11,Employed,M,34137,Suburban,Married,62,6,9,0,2,Personal Auto,Personal L3,Offer1,Agent,297.6,Two-Door Car,Medsize,7772.825077430012
VZ16820,Washington,10302.90289,No,Extended,Bachelor,1/11/11,Employed,M,21839,Suburban,Single,137,2,70,0,8,Personal Auto,Personal L3,Offer2,Agent,657.6,Sports Car,Medsize,10484.473831000018
YE24562,California,3508.569533,Yes,Extended,College,1/5/11,Medical Leave,M,20978,Suburban,Married,98,19,96,1,1,Personal Auto,Personal L3,Offer2,Branch,1176.2788,Four-Door Car,Small,3512.7002716400016
IH78357,Oregon,5761.317533,No,Basic,College,1/17/11,Employed,F,83392,Rural,Married,71,30,80,0,3,Personal Auto,Personal L3,Offer2,Web,125.961938,Four-Door Car,Medsize,5740.199583630007
TH96263,Nevada,10280.80787,No,Extended,High School or Below,2/15/11,Employed,F,73661,Urban,Married,128,34,47,0,3,Personal Auto,Personal L3,Offer2,Call Center,404.329477,SUV,Medsize,10265.21182159001
